Scope L1,Scope L2,Level 1,Level 2,Level 3,Level 4,Level 5,Factor Source,Column Text,Description,UOM,kg CO2e,kg CO2e of CO2,kg CO2e of CH4,kg CO2e of N2O,kWh (Net CV),kWh (net)
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,33.704,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,387.005,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,622.825,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,55.269,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,4.0585,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,653.153,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All HGVs,,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,48.335,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,321.132,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,516.811,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,445.004,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,716.164,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,62.177,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,383.068,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,616.488,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,106.606,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,391.042,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,629.321,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),All rigids,,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,99.276,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,289.098,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,465.258,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,433.647,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,697.887,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,33.503,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,361.372,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,581.573,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,55.838,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,351.254,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,565.289,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,6.311,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,292.954,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,471.464,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,488.257,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,785.773,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,26.981,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,390.605,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,628.619,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,43.169,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,417.948,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,672.622,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Articulated (>33t),,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,36.087,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,366.759,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,590.242,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,527.775,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,849.372,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,58.476,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,447.267,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,719.807,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,99.111,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,4.6207,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,743.629,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,86.489,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,215.451,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,346.734,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,2.5292,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,407.036,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,123.024,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,234.186,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,376.885,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,227.823,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,231.563,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,372.664,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,261.943,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,,,,,258.738,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,,,,,416.398,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,,,,,332.663,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,,,,,535.369,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,tonne.km,,,,,67.761,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,,,,,2.957,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,,,,,475.883,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,tonne.km,,,,,120.464,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,km,,,,,282.394,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,,,,,454.468,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,tonne.km,,,,,179.755,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Average,,,GHG Conversion Factor 2022,,,km,,,,,46.265,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Average,,,GHG Conversion Factor 2022,,,miles,,,,,74.456,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Large,,,GHG Conversion Factor 2022,,,km,,,,,54.296,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Large,,,GHG Conversion Factor 2022,,,miles,,,,,8.738,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Medium,,,GHG Conversion Factor 2022,,,km,,,,,40.813,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Medium,,,GHG Conversion Factor 2022,,,miles,,,,,65.682,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Small,,,GHG Conversion Factor 2022,,,km,,,,,33.622,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Motorbike,Small,,,GHG Conversion Factor 2022,,,miles,,,,,5.411,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,tonne.km,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,,,,,115.915,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,,,,,186.546,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,tonne.km,,,,,290.728,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,,,,,92.725,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,miles,,,,,149.227,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,tonne.km,,,,,2.3173,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,km,,,,,112.458,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,miles,,,,,180.984,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,tonne.km,,,,,2.8206,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,km,,,,,88.311,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,miles,,,,,142.122,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,tonne.km,,,,,312.156,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,miles,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,km,,,,,9.259,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,miles,,,,,149.009,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Average (up to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,tonne.km,,,,,234.191,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,tonne.km,,,,,0,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,tonne.km,,,,,,
Scope 1,Scope 1,Passenger and delivery vehicles- kWh factors,Vans,Class I (up to 1.305 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,,,,,56.527,
